q0068,文学,ケルト神話において、航海と魔術を司る神として知られ、マン島の支配者とされる海の神はどなたでしょう?,マナナン・マクリル,
q0069,言葉,水に沈むことから泳げない人の比喩にも使われる、釘を打ち込むのに使う大工道具のひとつは何でしょう?,かなづち,
q0070,芸能,ビー・ジーズの曲『ステイン・アライブ』が使用された、70年代のニューヨークのディスコシーンを描いたジョン・トラボルタ主演の映画は何でしょう?,『サタデー・ナイト・フィーバー』,
q0071,理系,18桁の精度で1秒を刻むことができ、セシウム原子時計に代わる次世代の時間標準として期待される、レーザー光で原子を捕捉して時間を測定する装置は何でしょう?,光格子時計(ひかりこうしどけい),
q0072,生活,歳神様をお迎えするのに急ごしらえで失礼にあたるとされる、12月31日にお正月飾りを行うことを何というでしょう?,一夜飾り(いちやかざり),
q0073,理系,ある2進数を3桁・左シフトした場合、その値はもとの値の何倍になるでしょう?,8倍【=2^3】,
q0074,地理,2020年に屋台料理の「ホーカー」が無形文化遺産に登録された、マレー半島の南端に位置する国はどこでしょう?,シンガポール,
q0075,芸術,日本で初めて口語による童謡を作詞した、『お正月』や『鳩ぽっぽ』などの作品を残した作詞家は誰でしょう?,東くめ(ひがし・くめ),
q0076,生活,オーバーイージー、オーバーハード、サニーサイドアップといったら、どんな料理の焼き方を指す言葉でしょう?,目玉焼き 【×玉子焼き】,
q0077,理系,熱力学第三法則によれば理論的に到達不可能とされる、すべての物質が活動を停止する摂氏マイナス273.15度の温度を何というでしょう?,絶対零度,
q0078,スポーツ,日本中央競馬会が発売する、指定された5つのレース全ての1着馬を当てることで高額配当が狙える馬券は何でしょう?,WIN5 (ウィンファイブ),
q0079,日本史,太平洋戦争末期、日本軍が偏西風を利用してアメリカ本土を攻撃しようと開発した、和紙製の気球に爆弾を取り付けた兵器は何でしょう?,風船爆弾,
q0080,生活,ウエストを細くする「タイトレーシング」で用いられる、胴体を締め付ける女性用の体型補正下着は何でしょう?,コルセット,
q0081,ns,太陽光発電や高断熱化などにより、年間のエネルギー消費量の収支をゼロにする住宅設計を、アルファベット3文字で何というでしょう?,ZEH(ゼッチ) ,
q0082,芸能,『もういいよ』、『ビバ・イナイイナイバァ』、『はいよろこんで』などの曲で知られる、歌手の菅田将暉を兄にもつクリエイターは誰でしょう?,こっちのけんと 【本名:菅生健人】,
q0083,生活,流通科学大学を設立するなど教育者としても活動した、総合スーパー「ダイエー」の創業者として知られる日本の実業家は誰でしょう?,中内功 (なかうち・いさお),
q0084,理系,綱引きの実験により参加人数が増えるほど1人あたりの力が減少することを示し、その効果に名を残すフランスの農学者は誰でしょう?,マクシミリアン・リンゲルマン,
q0085,芸能,スポーツ中継が悪天候で中止になった際に代わりに放送される、予備の番組のことを何というでしょう?,雨傘番組,
q0086,地理,水戸・偕楽園の借景として重要な役割を果たす、那珂川(なかがわ)下流の土砂の堆積でせき止められてできたヒョウタン型の淡水湖は何でしょう?,千波湖 (せんばこ),
q0087,芸術,1811年にセバスチャン・エラールによってダブルアクション式が完成し、あらゆる調の演奏が可能になった、47本の弦に7つのペダルを持つ楽器は何でしょう?,ハープ,
q0088,文学,山形県川西町に自身の蔵書を寄贈して「遅筆堂文庫」を開設した、『ブンとフン』や『吉里吉里人』などの小説で知られる作家は誰でしょう?,井上ひさし,
q0089,スポーツ,全仏オープンで14回の優勝を果たし、「キング・オブ・クレー」の異名をとる、スペイン出身のテニス選手は誰でしょう?,ラファエル・ナダル,
q0090,芸能,2002年の映画『リベリオン』で主人公が駆使する、銃を用いた幾何学的な動きが特徴的な架空の戦闘技術は何でしょう?,ガン・カタ,
q0091,生活,食物繊維のフルクタンを豊富に含み「畑の薬」とも呼ばれる、酢漬けにしたものがカレーライスの付け合わせとして定番のユリ科の植物は何でしょう?,らっきょう,
q0092,生活,調理スペースが中央に配置され、周囲に収納やシンクがあるキッチンのことを、独立させた「島」のように配置することから「何キッチン」というでしょう?,アイランドキッチン,
q0093,スポーツ,たこ八郎や辰吉丈一郎など多くのボクサーが苦しんだとされる、頭部への衝撃の蓄積によって引き起こされる神経変性疾患は何でしょう?,パンチドランカー,
q0094,芸術,かみがた(上方)落語では『さくらんぼ』という題目で演じられる、頭から大きな桜の木が生えてきた男を主人公とする落語の演目は何でしょう?,あたま山,
q0095,理系,本来は乳幼児に突然起こることのある発熱をさす言葉だが、近年は「頭を使いすぎたときに起こる熱」という意味でも使われている言葉は何でしょう?,知恵熱,
q0096,生活,キャンプや野外活動で火を起こす際、着火を容易にするために木材を細かく削って作る、羽根のような形状の道具は何でしょう?,フェザースティック,
q0097,スポーツ,1972年の札幌冬季オリンピックで銅メダルを獲得し、「札幌の恋人」「銀盤の妖精」と呼ばれた、アメリカ出身の女性フィギュアスケート選手は誰でしょう?,ジャネット・リン,
q0098,理系,ホワイトニングと組み合わせて行われることも多い、専用の薬剤を塗布して歯茎の黒ずみを改善する治療法を何というでしょう?,ガムブリーチ 【ガムブリーチング、ガムピーリング】,
q0099,文学,元ロイター通信の特派員としての経験を活かし、『オデッサ・ファイル』や『ジャッカルの日』などの国際政治スリラーを多く執筆した、イギリスの作家は誰でしょう?,フレデリック・フォーサイス,
q0100,言葉,もともとは古米と新米を入れ替える時期をさした、物事の入れ替わりの時期を意味する言葉は何でしょう?,端境期,
q0101,理系,化学実験において、分析に用いる容器や器具を、実験に使用する溶液ですすぐ操作を何というでしょう?,共洗い,
q0102,漫画・アニメ・ゲーム,TikTokで配信されたオープニングテーマのイントロ耐久音源は大きな反響を呼んだ、女子高生・こしトラコ(虎視虎子)が主人公のアニメは何でしょう?,『しかのこのこのここしたんたん』,
q0103,ns,島本理生の恋愛小説のタイトルにもなっている、映画などで、ある人物の語りや回想によって過去を再現する手法を何というでしょう?,ナラタージュ,
q0104,芸能,世界各地の民族音楽を伝える「LISTEN」プロジェクトをライフワークにしている、『29歳のクリスマス』、『ロングバケーション』などのドラマで人気を博した女優は誰でしょう?,山口智子(やまぐち・ともこ),
q0105,日本史,遊女屋と女性の親元との仲介を行い、時に誘拐や人身売買にも関与したことから悪徳の商売とされた、江戸時代に盛んだった職業は何でしょう?,女衒 (ぜげん) 【判人(はんにん)】,
q0106,地理,航空会社や空港に3文字のコードを割り当てている「国際航空運送協会」を、アルファベット4文字の略称で何というでしょう?,IATA ,
q0107,世界史,作家のエミール・ゾラは『私は弾劾する』と題する公開状を発表した、19世紀末のフランスでユダヤ系軍人が冤罪で投獄された事件は何でしょう?,ドレフュス事件,
q0108,公民,軽微な犯罪を徹底的に取り締まることで重大犯罪を抑止できるとする、アメリカの犯罪学者ジョージ・ケリングが提唱した理論は何でしょう?,割れ窓理論,
q0109,理系,ある建物の敷地面積が200㎡で延べ床面積が300㎡の場合、この建物の容積率は何パーセントになるでしょう?,150パーセント,
q0110,生活,自社の製品やサービスの技術的価値を広く伝えるIT業界の職種のひとつを、キリスト教の「伝道師」になぞらえて何というでしょう?,テクニカル・エバンジェリスト 【エバンジェリストで○】,
q0111,理系,欠乏すると「ペラグラ」という病気を引き起こす、エネルギー代謝や神経伝達物質の合成に関与するビタミンB群の一種は何でしょう?,ナイアシン 【ビタミンB3】,
q0112,地理,金武湾(きんわん)を一望できる展望台を備えている、沖縄自動車道にある日本最南端かつ最西端のサービスエリアは何でしょう?,伊芸サービスエリア,
q0113,公民,2018年、スマートデイズが運営していたサブリース事業が破綻し、投資家たちが被害に遭った事件を、女性専用シェアハウスの名前から「何事件」というでしょう?,かぼちゃの馬車事件,
q0114,芸能,役所広司が東京都内の公衆トイレ清掃人を演じ、その日々の生活を丁寧に描いた2023年に公開されたヴィム・ヴェンダース監督の日本映画は何でしょう?,『PERFECT DAYS』,
q0115,言葉,団塊の世代が75歳以上になることで増加が予想される、働きながら家族の介護を行う人々を英語で何というでしょう?,ビジネスケアラー,
q0116,地理,2015年にファッションブランド・フェンディの支援により大規模な修復が行われた、ローマの象徴的な噴水は何でしょう?,トレビの泉,
q0117,漫画・アニメ・ゲーム,ゆでたまごの漫画『キン肉マン』に登場するネメシスの額には、どんな漢字が書かれているでしょう?,完 【伝われば○】,
q0118,生活,店内のレストランで提供される「スウェーデン・ミートボール」も人気である、青と黄色の配色が特徴的な家具量販店は何でしょう?,IKEA,
q0119,芸能,アントン・カラスによる『ハリー・ライムのテーマ』が印象的な、戦後のウィーンを舞台にしたキャロル・リード監督のサスペンス映画は何でしょう?,『第三の男』,
q0120,芸術,桐の粉を固めて型抜きした土台に、布地を埋め込んで衣装を表現する、江戸時代から作られている人形を何というでしょう?,木目込人形 (きめこみにんぎょう)【賀茂人形】,
q0121,言葉,特定の料理に最も合うワインを選ぶことと、Bluetoothで機器の接続情報を登録することをさす共通の英語は何でしょう?,ペアリング ,
q0122,芸能,原口あきまさやほいけんたといったら、お笑いモンスターとして知られる誰のモノマネで有名な芸人でしょう?,明石家さんま,
q0123,スポーツ,MLBではミッキー・マントル、NPBでは柴田勲(しばた・いさお)が有名な、左右両打席で打てる野球打者のことを何というでしょう?,スイッチヒッター,
q0124,世界史,ローマ帝国の皇帝・ネロの側近として活躍し、風刺小説『サテュリコン』で贅沢な生活やローマ社会の風俗を描いた作家は誰でしょう?,ガイウス・ペトロニウス,
q0125,公民,アインシュタインが「人類最大の発明」と称した、利子が元本に加算され、その合計額に対してさらに利子が発生する仕組みを何というでしょう?,複利,
q0126,地理,「ウェイ・ファインディング」と呼ばれる高度な航海技術を持った人々が暮らす、タヒチやサモアなどの島々を含む太平洋の地域を何というでしょう?,ポリネシア,
q0127,日本史,戦前は「一切をすつるの覚悟」や「大日本主義の幻想」などの論考で知られたジャーナリストであった、1956年に鳩山一郎の後を受け首相を務めた政治家は誰でしょう?,石橋湛山(いしばし・たんざん),
q0128,理系,沼地や水田から発生することから「沼気(しょうき)」とも呼ばれる、分子式・CH4で表される無色無臭の可燃性気体は何でしょう?,メタン,
q0129,芸能,あえて司会は介さずに3人のゲストが様々な話題で対談する、フジテレビ系列で日曜朝に放送されているトーク番組は何でしょう?,『ボクらの時代』,
q0130,言葉,「運命の選択」や「究極の賭け」を意味する比喩表現としても使われる、ある国の名前が付いた、回転式拳銃を用いるギャンブル行為は何でしょう?,ロシアンルーレット,
q0131,公民,日本では、片グチ・ヤスフミ(片口安史)が考案したスコアリングシステムが良く利用される、左右対称のインクのしみを見せて診断する心理テストは何でしょう?,ロールシャッハ・テスト,
q0132,芸能,グリコのアイスクリーム「ヨーレル」のCMソングとしても使用された、南国を連想させる松田聖子の曲は何でしょう?,『青い珊瑚礁』,
q0133,芸能,学園ドラマ『スクール☆ウォーズ』の主人公・滝沢賢治のモデルになっている伏見工業ラグビー部の監督として常勝軍団を築いた指導者は誰でしょう?,山口良治 (やまぐち・よしはる),
q0134,言葉,本来は「今まで誰も成し得なかったことを初めて行うこと」を意味するが、現代では「豪快で大胆な様子」という意味でよく使われる言葉は何でしょう?,破天荒,
q0135,日本史,「万人恐怖」と呼ばれるほどの強権政治を行い、最期は守護大名の赤松満祐に暗殺された、室町幕府第6代将軍は誰でしょう?,足利義教(あしかがよしのり),
q0136,スポーツ,「マリア・ローザ」と呼ばれるピンク色のリーダージャージが特徴的な、ツール・ド・フランス、ブエルタ・ア・エスパーニャと並ぶ三大ステージレースの一つは何でしょう?,ジロ・デ・イタリア,
q0137,生活,消防法の規定により、表面積の25%以上を赤色とするよう定められている、火災の初期消火に用いられる道具といえば何でしょう?,消火器,
q0138,生活,「スウィーティオ」というブランド名でバナナやパイナップルを販売している、フルーツの生産加工で有名なハワイの企業は何でしょう?,ドール ,
q0139,漫画・アニメ・ゲーム,部屋の中の1年が外界のいちにちに相当し、短期間で大幅なパワーアップが可能となる、漫画『ドラゴンボール』に登場する修行施設は何でしょう?,精神と時の部屋,
q0140,文学,シャルル・ベギーが創刊した雑誌『はんげつ(半月)手帖』に発表された、ロマン・ロランによる大河小説の先駆けとなった作品は何でしょう?,『ジャン・クリストフ』,
q0141,ns,論文や学術記事の冒頭に置かれる、研究の要旨や概要を簡潔にまとめた文章を英語で何というでしょう?,アブストラクト ,
q0142,スポーツ,レース中にワインやビールを飲みながら走ったエピソードがある、1896年・アテネオリンピックのマラソンで優勝したギリシャの水運び人は誰でしょう?,スピリドン・ルイス,
q0143,理系,スマートフォンなどのモバイルデータ通信を利用して、他のデバイスをインターネットに接続する機能のことを何というでしょう?,テザリング ,
q0144,生活,「バトンクッキー」や「ポテトチップチョコレート」といったユニークな商品を展開している、北海道札幌市で創業されたお菓子メーカーは何でしょう?,ロイズ ,
q0145,芸能,劇作家の芝野新作が隣人のジャズ音楽に悩まされる様子を描いた、1931年に公開された日本初の本格的トーキー映画は何でしょう?,『マダムと女房』,
q0146,日本史,江戸時代の日本が清国に対して輸出していた、いりこ、干しあわび、ふかひれの三品を総称して何と呼ぶでしょう?,俵物 (たわらもの),
q0147,理系,木星と1対11の軌道共鳴をしている、ペルセウス座流星群のボ(母)天体である周期彗星を、発見した2人の天文学者から何というでしょう?,スイフト・タットル彗星,
q0148,生活,建設会社が設計から施工、試運転までトータルに請け負う契約方式を、発注者が鍵を回すだけで使用できる状態で納めることから「何方式」というでしょう?,ターンキー方式,
q0149,理系,プルトニウムとウランの混合燃料を通常の軽水炉で使用する、原子力発電の方式のひとつを何というでしょう?,プルサーマル,
q0150,芸能,2008年から2011年にかけて、マラソンとセーリングによる「アースマラソン」で地球一周を達成して話題となった、吉本新喜劇のお笑い芸人は誰でしょう?,間寛平(はざま・かんぺい),
q0151,理系,立方体の6つの面である正方形の対角線を結ぶことで得られる、最も単純な正多面体は何でしょう?,正四面体,
q0152,文学,オモコロの大人気シリーズを書籍化した『本を読んだことがない32歳がはじめて本を読む』にも短編を寄稿している、不動産ミステリー『変な家』で知られる覆面ホラー作家は誰でしょう?,雨穴 (うけつ),
q0153,生活,4月、6月、9月、11月に共通する、月の日数は何日でしょう?,30日,
q0154,スポーツ,1956年のコルチナ・ダンペッツォ大会で滑降・回転・大回転に出場し、日本人初の冬季オリンピックメダリストとなったアルペンスキー選手は誰でしょう?,猪谷千春 (いがや・ちはる),
q0155,スポーツ,NBAのキャバリアーズやNFLのブラウンズが本拠地を置く、アメリカ、オハイオ州の都市はどこでしょう?,クリーブランド,
q0156,地理,リライアンス、ビルラ、タタが国内の三大財閥と呼ばれて経済に大きな影響力を持つ、南アジアの大国はどこでしょう?,インド,
q0157,理系,更に細かくメガラヤン、ノースグリッピアン、グリーンランディアンの3つに区分される、第四紀を構成する地質時代のうち、約1万年前から現在まで続く区分は何でしょう?,完新世(かんしんせい) 【沖積世、×更新世】,
q0158,公民,刑法・第116条に規定されている、過失によって火災を発生させ、他人の所有物を焼損した場合に適用される罪は何でしょう?,失火罪,
q0159,地理,「シカリ」と呼ばれるリーダーの下で集団猟を行い、獲物を仕留めた際には特別な儀式を執り行う、東北地方を中心に存在する山の狩人を何というでしょう?,マタギ,
q0160,地理,上下合わせて11車線もの幅を持ちながら、全長は徒歩2分ほどで踏破できる総延長わずか187.1メートルと「日本一短い国道」は何号線でしょう?,国道174号線,
q0161,漫画・アニメ・ゲーム,学級新聞のヨンコマ漫画をきっかけに交錯する2人の少女・藤野と京本の姿を描いた、藤本タツキの漫画は何でしょう？,『ルックバック』,
q0162,ns,リハビリテーションにおいて医療保険が適用できる標準的算定期間と、わが国の通常国会の会期に共通する日数は何日でしょう?,150日,
q0163,スポーツ,買い目を広げすぎたり人気枠ばかりを選ぶことで起こりやすくなる、公営競技で的中したにもかかわらず、払戻金が購入金額を下回る現象を何というでしょう?,トリガミ 【ガミる】,
q0164,言葉,季節の変わり目にあたる雑節のひとつ「土用(どよう)」とは元々、何という言葉を略したものでしょう?,土旺用事(どおうようじ),
q0165,言葉,住所や職業に定まったところがない状態を、地中に根を張らず、水に浮いているだけの草に例えて何というでしょう?,根無し草(ねなし・ぐさ),
q0166,日本史,「ワカタケル大王」の名が記された鉄剣が発見され、古代日本の歴史研究に大きな影響を与えた、埼玉県行田市の古墳は何でしょう?,稲荷山古墳 (いなりやまこふん),
q0167,文学,『棟居(むねすえ)刑事』シリーズは江戸川乱歩賞を受賞している、『人間の証明』『悪魔の飽食』でも知られる推理小説家は誰でしょう?,森村誠一,
q0168,芸能,1974年に「あゆアケミ(朱美)」の芸名でアイドル演歌歌手としてデビューした、きかんしゃトーマスやアンパンマンの声当てで知られる声優は誰でしょう?,戸田恵子(とだ・けいこ),
q0169,世界史,宋代の太祖・趙匡胤(ちょうきょういん)により始められた、科挙の最終段階で皇帝臨席のもとに行われた試験を何というでしょう?,殿試(でんし),
q0170,スポーツ,ゴールデンステート・ウォリアーズで活躍し、NBA優勝4回、MVP受賞2回の実績を持つ、オールスター選出10回のポイントガードは誰でしょう?,ステフィン・カリー,
q0171,日本史,イタリア人宣教師シドッチの審問内容をまとめ、鎖国体制下の日本で秘かに伝えられた、新井白石の西洋研究書は何でしょう?,『西洋紀聞』,
